MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,SpectralContrast_1,SpectralContrast_2,SpectralContrast_3,SpectralContrast_4,SpectralContrast_5,SpectralContrast_6,SpectralContrast_7,ZeroCrossingRate,SpectralCentroid,class
-245.27391,156.79024,-133.22667,-28.771355,-64.87626,-8.479764,4.4706297,28.150578,20.997444,8.676459,8.273125,1.7589278,10.498262,0.43438977,0.59468096,0.6845833,0.342923,0.42762563,0.63238466,0.5389163,0.50367194,0.21721353,0.16187735,0.25038606,0.4869097,14.93236161470773,7.456109446788359,22.567681217494528,13.273778745603288,16.8232227970311,19.01736467564021,29.15205938230688,0.06102807971014493,2043.7502764010153,siren
-244.84343,156.29689,-132.84117,-29.02777,-64.71815,-8.537098,4.4622726,28.052677,20.96282,8.690167,8.263031,1.7772486,10.435773,0.43635413,0.5953631,0.68475693,0.34295535,0.42799497,0.63314563,0.5396402,0.5055843,0.21824495,0.1625991,0.25155455,0.48963252,14.993512159895644,7.4823684365850625,22.502206759751957,13.28173037228633,16.86040871632875,19.008810226593724,28.989347025417416,0.061056385869565216,2059.269229946458,siren
-244.83144,156.08128,-132.8728,-29.149876,-64.75956,-8.531092,4.540622,28.12914,21.013502,8.71842,8.266379,1.7781144,10.4335785,0.43479145,0.59475183,0.6847892,0.34332138,0.42828736,0.63340515,0.54033935,0.50446606,0.21710072,0.1619088,0.25060225,0.48725992,15.11380135709423,7.500263201861317,22.536846924662708,13.267704438185179,16.839111527596444,18.99797714442843,28.8802379502717,0.06103232563405797,2061.6319888195935,siren
-245.7865,157.77808,-133.79526,-28.239391,-65.14065,-8.270119,4.458328,28.203545,21.029558,8.678739,8.228037,1.6381298,10.514022,0.43470967,0.5948279,0.6855957,0.34527498,0.42883903,0.63130784,0.5379089,0.50344616,0.21710145,0.1617529,0.25043795,0.4869746,14.798084936492556,7.399318356334194,22.511375618034453,13.303092661331721,16.850099999468,19.040442745511147,29.630556559800745,0.06100685009057971,2004.8488352478066,siren
-244.83931,156.35202,-132.82942,-28.992826,-64.683075,-8.509726,4.4656973,28.074434,21.01124,8.715682,8.258111,1.7672269,10.416439,0.43661016,0.5955503,0.6848781,0.34294078,0.4273262,0.6308944,0.53832895,0.50526375,0.21865097,0.16286616,0.25204644,0.4888307,14.947770457958857,7.4623604492081,22.506015608271912,13.292051793193842,16.86094868553086,19.023541404678216,29.00406700041079,0.06104081748188406,2057.941784238904,siren
-244.9315,156.12541,-132.87791,-29.076178,-64.726,-8.535969,4.543106,28.15746,21.011583,8.678597,8.235789,1.7703032,10.455864,0.43432108,0.5947373,0.6860887,0.34350908,0.42752805,0.6316325,0.5385314,0.50362396,0.21704768,0.16162921,0.25031212,0.4869153,14.997513196668864,7.519606876411213,22.49205039902937,13.304025036997293,16.843316649290305,19.01085157256496,28.93492353610947,0.06107620018115942,2060.4212390010102,siren
-245.08022,156.61621,-133.02292,-28.91211,-64.75821,-8.455357,4.516727,28.082716,21.02578,8.738187,8.2559185,1.7612447,10.4623575,0.43544865,0.59575796,0.6851323,0.3426988,0.42713326,0.63099235,0.5380458,0.50436586,0.2174942,0.16244452,0.25128183,0.487671,14.997491930546257,7.4645083977376645,22.56127370570721,13.286717500514195,16.848229607928882,19.007212232680224,29.160409731757756,0.06101675724637681,2043.4619502428225,siren
-245.00607,156.28021,-132.97372,-29.020966,-64.81009,-8.500363,4.501909,28.157303,20.99789,8.649191,8.191286,1.7550703,10.484346,0.4344508,0.59559166,0.686013,0.34386536,0.42789918,0.6325739,0.53896296,0.50381786,0.21701205,0.16174172,0.25032446,0.48720673,15.011442251300705,7.519656167995342,22.528074133346564,13.300365055747783,16.83877953669723,19.0004446136422,28.9395445291804,0.060998358242753625,2057.7966670157534,siren
-244.81834,156.22057,-132.76787,-29.043348,-64.68741,-8.503157,4.523293,28.144659,21.036402,8.718858,8.231012,1.7369641,10.41693,0.4350026,0.59646696,0.686031,0.34340227,0.427463,0.63085383,0.5376399,0.5033174,0.21724331,0.16177312,0.25049487,0.48745188,15.01564135432143,7.504092427220944,22.520155780335035,13.312694501593295,16.841531843224022,19.014194568427428,28.932384156282204,0.06105213994565217,2059.5058416052575,siren
-244.98143,156.3788,-132.94247,-29.047266,-64.75169,-8.490811,4.54721,28.14268,21.066826,8.730912,8.246374,1.7805084,10.4437895,0.43539938,0.59643203,0.6847268,0.34287786,0.42718533,0.6311373,0.53885686,0.5039812,0.21753226,0.16209683,0.25089526,0.4879383,15.001278935178789,7.488944831909356,22.53558641435006,13.27188450216682,16.84168900789739,19.008302094131647,28.93298672514214,0.0610054347826087,2056.0757847236832,siren
-244.76025,156.38521,-132.80371,-28.967386,-64.722694,-8.449458,4.5171685,28.146755,21.009884,8.68277,8.208727,1.7375156,10.45131,0.43408522,0.59398085,0.68418384,0.3438119,0.42924708,0.63167226,0.53759557,0.5030587,0.21674362,0.16152631,0.2502251,0.4864185,14.95999299219161,7.482467114210851,22.49147412340565,13.290412426185291,16.840491830544135,19.027857483330912,28.96961913552251,0.06102949501811594,2058.6023722003038,siren
-245.25322,156.69699,-133.24518,-28.78752,-64.83869,-8.425518,4.465938,28.143305,21.071585,8.782143,8.299051,1.7297626,10.40992,0.43633276,0.5955666,0.68447703,0.34252486,0.42708024,0.6305464,0.5375553,0.50352675,0.21737722,0.16252816,0.25143984,0.4890222,14.988731997728351,7.502756634528115,22.580960811923635,13.319229747017905,16.841200761882835,19.006873308750038,29.19205906925654,0.06108044610507246,2044.4855517091175,siren
-246.42128,158.41966,-134.41406,-27.832165,-65.321915,-8.110197,4.377807,28.200056,20.994171,8.73185,8.302728,1.5945446,10.515157,0.43637294,0.5958825,0.6849378,0.34275374,0.4269912,0.63078374,0.5377665,0.5039525,0.2178337,0.16280134,0.25177407,0.48900187,14.711420960834385,7.418495432251367,22.512956385978278,13.321334644946393,16.853665344408526,19.028477325680623,29.939370001567546,0.06103798686594203,1987.361750945648,siren
-246.26608,158.42665,-134.26617,-27.855164,-65.30249,-8.114731,4.3905916,28.20334,20.954927,8.648494,8.250339,1.6225331,10.5396,0.43526813,0.59521854,0.6845306,0.3432628,0.4276318,0.63245636,0.53916204,0.5039115,0.21744245,0.16196221,0.25040823,0.48693308,14.649979757926863,7.4369226518673335,22.49029787519751,13.301393863112471,16.84190003823443,19.058431307642845,29.89379870333384,0.06106629302536232,1988.3863035021266,siren
-246.35172,158.46416,-134.29445,-27.836504,-65.272964,-8.127921,4.401639,28.17928,20.958231,8.631333,8.261023,1.6246543,10.556223,0.43512446,0.5947285,0.6850128,0.34307906,0.42727932,0.6318518,0.53974265,0.5058262,0.2183385,0.16218328,0.2509388,0.4880592,14.634912539732582,7.411078533438582,22.50396048735856,13.307943246430918,16.860557751166045,19.066486256224216,29.960868352766457,0.0610054347826087,1987.8411795867978,siren
-246.22443,158.52898,-134.13586,-27.822779,-65.2409,-8.112173,4.4241247,28.177078,20.902666,8.610672,8.259705,1.6108855,10.553926,0.4342014,0.5945129,0.68429506,0.34317967,0.42828476,0.63316697,0.5394306,0.5036101,0.21711099,0.16183294,0.25059745,0.48696753,14.649694216378514,7.400004862242228,22.434580122753378,13.311932162618678,16.88459278039701,19.051148533320656,29.965047071286204,0.0610549705615942,1987.0297754722546,siren
-245.7549,157.64914,-133.74231,-28.237608,-65.07424,-8.241158,4.3761706,28.12177,20.98206,8.657024,8.2606325,1.6115744,10.530133,0.43643743,0.5949883,0.6846861,0.34321937,0.42757154,0.6318566,0.5387497,0.50478345,0.21819994,0.16248329,0.25155112,0.48913595,14.813251295892016,7.4364584060634105,22.503958329833377,13.288331278987378,16.831146140296447,19.036831287190974,29.69849932503752,0.06103091032608696,2017.1331803399426,siren
-244.80693,156.27316,-132.8022,-29.040133,-64.68244,-8.477212,4.5466585,28.082775,20.964886,8.660214,8.25159,1.7974776,10.459934,0.43409893,0.59435827,0.68434685,0.3434186,0.42975038,0.632761,0.53819716,0.5037971,0.21732715,0.16171731,0.25013638,0.48661137,14.995337777833598,7.482943215819443,22.505569083139093,13.327649367150727,16.877561226056372,18.999352733082972,28.925671611277274,0.06098278985507247,2059.4329876121647,siren
-244.9732,156.40327,-132.98193,-28.973375,-64.711395,-8.499464,4.477556,28.091084,21.029371,8.767224,8.309349,1.7809335,10.417421,0.4356154,0.59537804,0.68458235,0.3427296,0.42711598,0.6305951,0.5381819,0.5043235,0.2180883,0.16307464,0.2523115,0.48828626,15.0436563772127,7.499339189271679,22.551802861918986,13.310339866422266,16.848555148764017,19.00563655478416,29.094314677212758,0.060988451086956524,2056.402555858362,siren
-363.66272,190.32858,-2.7889533,26.498104,3.6450615,2.7567775,4.523274,-2.410865,-4.861887,-0.5995899,-3.6232383,-2.9293427,-2.918937,0.46279445,0.6251443,0.5008293,0.41483366,0.37809768,0.39467743,0.48540127,0.69689155,0.5730529,0.48602936,0.44956324,0.4258008,17.085386676931552,9.942881836535081,13.702767703026888,14.508993515573447,16.383140423830177,14.76915279184342,25.800808502599814,0.02150645154587766,1459.8663312920216,street_music
-353.80676,192.43642,-11.2806635,27.55287,-0.48712596,5.3830853,-0.3111567,-3.974368,-6.5073204,-5.005625,-4.306448,-1.2213368,-1.8043371,0.49358806,0.6654497,0.47448158,0.35782385,0.31897563,0.369647,0.49378774,0.64105433,0.5408453,0.46577248,0.40313622,0.43201247,15.951196821139053,10.29781864028275,13.767578306226588,14.596463939399149,17.04842117074265,15.9428099821855,26.320783085820338,0.024842607214095744,1584.9114176369367,street_music
-366.54596,191.14415,-1.9406482,21.587337,1.9432858,3.5207825,2.194461,-3.5838006,-5.2232857,-1.8814269,-3.1642106,-4.666502,-4.293524,0.5555382,0.78478533,0.56999165,0.3938613,0.31730834,0.3035444,0.37532732,0.52311593,0.46415478,0.45448878,0.39467695,0.4391223,14.98993212181599,10.453035141021115,13.285751538518182,14.452156394595368,16.053640342340184,14.797786022030385,25.195100265136354,0.023123233876329786,1501.5133907609763,street_music
-381.14728,184.30702,-1.2661587,19.374016,3.5280454,5.4531507,1.7115186,-2.3430324,-5.682573,-2.1146226,-2.8907788,-3.6007996,-3.0349302,0.51248705,0.63703537,0.50851643,0.43119398,0.39964542,0.4094517,0.45579103,0.56186545,0.53099984,0.5163564,0.46994656,0.4774532,15.07558421355961,10.395209291044502,12.672718130958968,14.047648856041452,16.416068831108756,14.940075938241334,24.25859154543872,0.023833579205452128,1616.1815067919274,street_music
-368.11087,175.8946,1.2632244,13.480781,3.2742164,4.4807196,0.5441029,-4.397411,-5.5070176,-2.858979,-3.0774605,-2.4961393,0.29807797,0.43402323,0.43742293,0.41584092,0.43158814,0.40894854,0.5145847,0.5526973,0.5966621,0.5810597,0.5206756,0.52841216,0.52750874,15.948523015612418,9.752593634449376,13.231234015815613,14.405408374566358,16.711581172210373,14.815548595793905,24.871052027921383,0.025259464345079786,1649.0952550676636,street_music
-365.35675,179.96175,2.7085097,10.5328,0.37650874,-0.90558136,0.9769673,-2.9128048,-3.2997184,-0.27528113,-1.1966184,-1.4272505,-0.40385583,0.4202681,0.4297811,0.43031392,0.42802972,0.37126362,0.5013956,0.5689568,0.6174513,0.49429646,0.43456855,0.5236592,0.55501974,15.32211146817722,9.831459403861633,12.871252143619532,15.789044094909277,16.54850494791959,14.763259562276623,24.74629354089701,0.025513993932845744,1568.3091619920003,street_music
-450.2586,134.01341,39.002796,12.356711,-18.08399,-28.775356,-25.367605,-24.671701,-7.682014,-4.1389904,-17.969076,-14.240022,-6.495135,0.30471796,0.251624,0.21522722,0.17484081,0.23205183,0.23813367,0.22750843,0.40626022,0.554756,0.57531714,0.45273703,0.35590556,9.890570359785636,15.254443367140924,16.835177036887796,22.084477591713057,19.35974137602717,18.03597001883426,23.478584386915955,0.027255699282786885,1329.4905980992705,dog_bark
-368.24628,157.17091,-20.532104,33.540527,8.430819,21.708038,7.550828,13.102582,5.544003,6.2198696,6.6416235,5.3454733,5.9410834,0.70784014,0.71244264,0.7225025,0.7722207,0.79603,0.8096052,0.7811731,0.7708651,0.7260461,0.71255416,0.7172995,0.67899245,10.788482630553881,8.74785293095606,10.536323090838597,12.653424573958448,14.362317592245457,15.9006643843583,19.783577943336766,0.02193868885869565,1842.796987189885,children_playing
-416.60864,166.03165,-6.1565247,18.260334,12.56892,14.629103,6.680374,10.12286,5.093937,3.1357305,6.948494,4.7208567,-0.118050516,0.63467157,0.62183905,0.61414444,0.64545447,0.6884513,0.66427064,0.63062525,0.60265267,0.60184926,0.6247918,0.5927973,0.6226188,10.370709606182059,8.821412480624462,11.858507178155167,14.194013096237635,16.615060452654,17.713675749541196,17.185823702072675,0.02627802309782609,1869.9566108966098,children_playing
-389.97888,159.33443,-16.97347,23.760906,8.488529,13.835519,4.0690527,11.615987,2.4873867,3.0764782,5.388596,5.5026164,4.8676476,0.6209086,0.52729243,0.4770389,0.5239882,0.5652453,0.5773529,0.5861657,0.6030767,0.5856109,0.554638,0.5534968,0.58677644,9.570498959342094,9.132683211789379,13.053128257266629,14.66262195102196,15.97497544884449,17.98021317658942,18.582241350436437,0.03576341711956522,2102.6079225725575,children_playing
-363.34085,152.92027,-22.160963,28.713709,3.1073108,20.391945,-1.5752958,11.84681,5.5075073,5.1848655,5.3696337,1.6111623,3.206918,0.53810674,0.59147996,0.5332502,0.49348333,0.52571404,0.54074377,0.5500092,0.54928356,0.58353424,0.57057834,0.5408252,0.5300635,10.38328317542212,8.76288439879019,12.218338736891862,14.318262131477953,16.493560562061564,17.441317877390425,21.457530186684515,0.049091372282608695,2391.8981806156557,children_playing
-393.82132,162.38467,-12.304436,21.38938,9.401193,18.754778,5.4777474,12.70757,9.708908,6.3471766,1.8166605,2.2148345,4.5071983,0.57324106,0.59712255,0.6424942,0.5957675,0.580865,0.5575734,0.52739525,0.5267993,0.5341354,0.54098195,0.52707636,0.5714919,9.653164622645912,8.75292583660006,11.3230839131745,14.187061005591978,16.813585759954847,17.368375716786783,18.758947163120283,0.035580842391304345,1942.1865816808029,children_playing
-391.3675,157.73663,-8.3583555,25.662909,3.5422232,18.006168,6.4764338,12.546295,6.8473015,3.6549027,4.305965,4.346256,4.2914753,0.68069696,0.63509446,0.62839824,0.644917,0.7209862,0.6544723,0.62719446,0.608226,0.59253097,0.60392535,0.61746275,0.675803,9.816436654980627,8.232442554021262,10.565194341938485,14.126231371530432,13.962477664402895,15.971552589161012,19.224549258415497,0.02944548233695652,2049.991537346135,children_playing
-382.08795,169.03989,-13.672414,25.13952,10.258332,21.018343,7.695212,12.253155,7.87662,1.3339344,6.336069,7.9596834,4.388791,0.72828025,0.7350805,0.7255994,0.7248483,0.72707134,0.7300261,0.6928799,0.69709665,0.7013778,0.70650697,0.6974459,0.69213814,10.33674374925331,8.732009574995166,11.860910807617206,12.674738624601646,14.608200522387524,16.97187714695626,18.863539103760264,0.01953125,1677.0137626099265,children_playing
-394.89926,149.6388,-17.130377,34.52443,3.592036,12.661174,8.992303,17.69972,3.3027909,7.494047,11.761509,3.9225051,1.9869623,0.6426742,0.64384705,0.597436,0.60799986,0.6231738,0.6618996,0.62961835,0.61610514,0.6099873,0.61149603,0.62445927,0.6414362,10.309032406245754,9.045653084846792,11.860399567854692,14.886331531456088,15.876974120811568,17.318886208072097,19.999924399039898,0.04016927083333333,2332.0215812918846,children_playing
-375.476,159.31627,-19.051325,34.43115,1.9146969,13.211943,8.873134,19.549927,1.0610338,2.2114937,10.60134,3.334181,1.825696,0.5530605,0.5083094,0.5196,0.5347068,0.5770916,0.6132674,0.58224493,0.59015214,0.62459975,0.60260063,0.5465317,0.5747865,9.725461807328875,9.373218610836869,12.533553091715932,14.498993674926274,15.693308291929961,18.398755848382734,20.630892874735988,0.03872707201086956,2106.152060730972,children_playing
-378.70093,159.10965,-15.099258,32.412476,2.7416892,11.772461,8.427826,21.319757,1.2769607,2.160907,7.9334188,2.1190617,-0.62979233,0.5080864,0.48989505,0.52112293,0.54633415,0.6181919,0.61421096,0.5649403,0.5711142,0.58999527,0.5348839,0.5380361,0.5554445,9.887071094164948,8.829879270461765,12.6505375679963,14.577427973483248,15.380314588140246,17.913239190443353,19.732709555754973,0.03900447237318841,2156.5862941524633,children_playing
-378.55,148.98251,-13.532259,28.837797,3.5992043,24.719395,3.5105557,16.124826,3.5884445,5.4926367,8.112082,4.548191,1.7886326,0.5978362,0.6087635,0.6400096,0.63632995,0.6612111,0.6404126,0.6424794,0.69019824,0.6462109,0.6115043,0.5876943,0.5831298,9.80311134174162,9.423352593419738,11.262932090265064,14.218680071377927,15.39514647102261,16.29227634917533,20.23089119845878,0.035474694293478264,2313.8693970157456,children_playing
-356.9882,146.24529,-23.06784,35.386177,4.6490602,29.198925,7.271917,14.549935,1.135956,10.899542,5.447622,2.828615,4.906784,0.57642275,0.56749004,0.6470725,0.6413659,0.61800694,0.6290004,0.68097174,0.6731674,0.637387,0.62904364,0.6902988,0.63669765,11.518729521331391,9.198494684284377,11.762831475326234,15.18428014866222,17.41826467623122,16.03191742050046,21.751871017716926,0.03887850996376811,2340.4168078873936,children_playing
-401.0713,156.35039,-7.534982,29.664034,9.786223,21.259274,4.1409945,16.626574,7.1552672,6.047077,9.42609,4.0764675,2.4328632,0.6877621,0.67162436,0.6692851,0.67403275,0.70446295,0.7198547,0.66693205,0.69082165,0.70022213,0.68709975,0.65282524,0.6615074,9.349575406211079,9.368802898842018,11.687405258803857,13.699965262540768,14.685105522872052,16.64681069001945,18.94591237931189,0.023721976902173914,1922.0657289018284,children_playing
-354.03198,154.43578,-23.513788,25.209784,7.8105283,17.89533,1.7680119,14.649203,-2.4657547,4.977149,8.3818655,6.5232577,-1.3405153,0.614572,0.5595012,0.55943847,0.5228077,0.54292667,0.57997197,0.551128,0.5748119,0.602492,0.5779701,0.50070584,0.5541729,10.084374057329796,9.29081420383541,12.404584603577483,13.98778517723667,16.730345555068553,17.938413428734002,20.79369121259455,0.043203691123188406,2324.431603237086,children_playing
-373.65445,147.39642,-15.401229,33.07298,3.2007246,16.750845,1.6775267,17.334543,4.5904384,3.095286,3.5757887,5.1201634,2.2776003,0.60077184,0.6097873,0.5934757,0.58220595,0.59535146,0.5915604,0.57774854,0.58546615,0.5424416,0.54229504,0.54569507,0.57363796,9.111379416486072,9.74582203692116,12.158978015242184,14.429924126026368,15.529915136209942,17.957510878662838,20.330358963447768,0.044393965126811596,2456.9730053630915,children_playing
-414.66193,215.67294,-32.818367,9.455509,-2.192673,23.20411,7.837212,5.5217214,4.786265,-4.364259,8.980441,3.987213,3.6220038,0.5782894,0.5616217,0.5745207,0.64135253,0.63461834,0.6051046,0.6316005,0.68973374,0.734557,0.6967554,0.67965764,0.59405637,12.236313091232065,7.6892958218382725,10.5946568685596,12.827355472535402,17.728477612418693,16.830718460736037,22.411328418223956,0.02410333806818182,1219.447891011519,dog_bark
-356.96365,196.30731,-26.233467,5.2292166,-11.284151,20.58772,-5.1801596,16.261648,7.6129513,5.077015,7.761413,1.0283,-2.5736601,0.7464143,0.6251188,0.56610847,0.5060712,0.4338509,0.4391753,0.45695302,0.48749995,0.4990191,0.5384846,0.60458845,0.6460838,10.554420243129,7.655738010832711,10.236381183685026,14.974516573980885,16.578219706831643,18.147657930959586,22.718940792212347,0.03438929115853658,1580.974661216563,dog_bark
-388.21048,212.521,-33.894978,10.505706,-14.148722,13.290558,-0.4278411,8.456323,9.739335,-0.4184599,11.175513,-0.41835502,3.4552498,0.708932,0.6384747,0.5739237,0.517323,0.5065103,0.53106534,0.5354592,0.5423271,0.5918733,0.6281272,0.7083734,0.7038827,10.429212126600728,8.034568370814108,10.406929436614691,13.797576773022483,15.826056892151223,16.833330771726192,23.575753417987105,0.03394664417613636,1422.0613164411366,dog_bark
-360.48782,199.03316,-18.167967,6.432158,-7.5364447,18.142118,2.5088632,13.689875,5.9630647,3.0756867,4.7148643,7.8630652,6.76476,0.58822554,0.6027028,0.6507459,0.7052436,0.75648856,0.73301005,0.70056367,0.6767729,0.6626819,0.66811395,0.65498865,0.59778965,12.187825172190845,8.40027204223537,10.585657167265294,12.648706557903315,15.12837258060775,16.275705764783854,19.701191363710862,0.02674507472826087,1482.7124370533138,siren
-367.40103,205.9933,-18.218832,5.129742,-6.7493205,14.706539,4.5774164,11.855189,7.1687484,3.6552806,5.342937,8.214785,6.843788,0.5929466,0.61982226,0.6799128,0.72829264,0.7563314,0.7416282,0.7178697,0.6618332,0.62328386,0.62883633,0.6272144,0.57502496,11.608232428899916,8.225762530809853,10.772337081588768,12.965562381156237,15.228003082108831,16.31768177156179,19.063203382863417,0.02564962635869565,1370.754396838626,siren
-333.52734,192.10349,-1.3622897,-5.82585,-20.107334,8.093562,-10.123279,10.242506,2.1937802,6.4529595,7.1737027,15.359115,9.201399,0.36924198,0.5290904,0.6216687,0.61328256,0.5978053,0.5226279,0.48493877,0.4678544,0.452912,0.40660924,0.3249422,0.2958956,10.462225664374387,8.615565968992145,13.627990027876887,14.338296070119885,15.735034250598071,16.00280406584495,19.313097802751713,0.031875566123188405,1635.9105262352093,siren
-361.65082,203.68024,-15.335315,1.1310568,-7.8281293,14.229337,4.034531,12.350522,6.7195673,4.6873555,4.3556743,8.570939,6.361267,0.5827082,0.62846214,0.66538113,0.7230242,0.75771296,0.7752468,0.7260781,0.66026956,0.6349713,0.63331884,0.61825883,0.5682341,10.281630668875609,8.111678377767662,10.65758360588818,12.590993268917268,15.64146141186011,16.05933589750114,18.838595271264083,0.027676347373188404,1418.6103538653956,siren
-334.59668,180.31201,-4.167864,1.4140538,-9.41629,17.368134,1.6971753,13.897464,4.6285353,5.3077326,5.2253013,8.540515,6.796023,0.63001096,0.66421914,0.7012887,0.75398004,0.77709407,0.7467127,0.683695,0.65750676,0.68155617,0.6628441,0.637172,0.60047853,10.954992446222642,8.199185764754796,10.572802566474298,12.550309510938,15.421633390440622,15.522110391355765,19.19109945634035,0.029325181159420288,1819.21858648121,siren
-321.84915,170.81671,2.1574059,5.451466,-8.625015,19.859268,-3.5612118,13.058172,1.9465392,9.228429,8.429942,10.128578,4.8312387,0.6807355,0.67288107,0.6999271,0.7466233,0.7436562,0.7111812,0.6279203,0.6065872,0.63287944,0.68069863,0.68371904,0.6840343,12.03026625397957,8.249522965237695,10.695119152145022,13.75113651064651,15.409441878294482,15.247606568052133,19.245092974879277,0.026180366847826087,1958.9929215932239,siren
-311.02188,169.4327,3.727021,5.2734084,-14.318974,18.449524,-11.770214,8.640758,3.1006765,11.301921,9.779158,12.071304,2.3829,0.53647965,0.5516203,0.63103926,0.6445643,0.63322634,0.5568524,0.5127502,0.52383757,0.6007747,0.6313323,0.61222684,0.5723072,11.28118593224296,8.10285564877523,11.510720498681977,14.934959758180852,14.972400714532636,15.442064414839058,20.181019171549565,0.032260529891304346,2111.1879510879266,siren
-299.8686,171.04454,2.8191416,-0.5150845,-21.5815,15.117424,-15.95657,8.927306,2.6268504,10.429665,9.360236,14.03461,4.7253094,0.3412166,0.34604567,0.42919776,0.558548,0.6059431,0.56455594,0.49855277,0.4647281,0.44709644,0.47028568,0.45607123,0.4089026,10.828669440670282,8.023356843850852,13.021574733138639,15.338883832761686,15.032876705200945,15.326488214907295,20.80033070684988,0.037845335144927536,2156.8307037017094,siren
-301.33148,187.81642,-3.1446311,-8.04629,-23.888994,10.074741,-15.536981,11.020069,1.7373354,8.598673,10.67765,16.10327,11.788666,0.21816054,0.26379314,0.39110288,0.56260633,0.6294374,0.59007573,0.5161759,0.44584912,0.38514873,0.33440417,0.2914841,0.24179164,10.997898085677903,7.995992726843435,14.942172117746878,14.646052907021193,15.304676089914285,15.756382809657167,20.370096572878385,0.034918478260869565,1738.1312375315256,siren
-310.8913,203.60466,-6.248727,-9.976927,-26.157278,3.9600923,-15.579759,8.067057,3.6500297,7.284389,12.026514,17.760176,15.146973,0.1612439,0.26029184,0.38296223,0.49123853,0.5600244,0.5472022,0.48562312,0.43804,0.37823376,0.27841866,0.21226639,0.16508733,11.151292152399153,8.38148645943389,16.385872797716324,15.345840280855914,15.503576978606498,15.860652638956184,19.981069796580787,0.0337791553442029,1435.3953488404377,siren
-320.1808,199.76973,-1.4423076,-8.591258,-24.128656,3.6698143,-12.917717,6.9830275,4.433095,6.5685277,10.604776,17.945324,12.8858595,0.19751507,0.32969043,0.45030287,0.520839,0.5453499,0.5111774,0.47998634,0.45327568,0.41611713,0.32468334,0.25314078,0.18704577,10.54529565797909,8.393038750441857,15.63331091962848,15.529350367506419,15.555541471362169,15.900852466263498,19.420577828782754,0.032305819746376814,1511.8963835324962,siren
-507.2487,192.76212,10.083603,-10.273088,12.066428,9.321575,-1.2613678,-6.2283425,-1.0257158,-2.0477087,-6.4607506,-6.3166347,-3.806598,0.3998559,0.42908934,0.48248416,0.53774035,0.5970995,0.65763456,0.6587558,0.656966,0.6270911,0.5425971,0.48955914,0.42496994,8.740639152812435,9.235487481622714,12.197158208221419,12.418171546424992,16.541712895088896,17.166160131243686,15.695046929977222,0.027625132415254237,1890.9684021017017,gun_shot
-479.93176,184.11536,2.4931147,-13.22751,8.948173,7.5962677,-0.6289752,-4.6711464,1.3161894,-1.8485829,-5.5143714,-3.1072216,-2.8686666,0.6173593,0.61550105,0.6181574,0.594779,0.5829235,0.5651541,0.605061,0.6023578,0.589535,0.62326413,0.66229165,0.6558149,9.063979450187595,8.185505790217478,10.761913833587597,12.263809256732946,16.351636834513304,17.63366257572016,16.448166451377833,0.03289457917944785,1947.7374033898577,gun_shot
-509.4431,145.1103,25.175308,-2.7034872,10.162401,13.4819,8.453646,3.6898828,4.9307237,4.4556427,0.6716325,-1.9006296,-2.7254238,0.5995718,0.6176161,0.614275,0.624896,0.6267622,0.6528421,0.72590053,0.73801225,0.73806363,0.6841816,0.6381369,0.59001714,9.26848699251002,8.007179326543879,10.850326454983753,12.503472354526199,16.643023407354892,16.723370435044483,15.265544623838613,0.028996394230769232,2309.656649381285,gun_shot
-452.73285,95.56271,-11.92478,-9.785283,-6.630671,-10.670836,-3.376453,-12.831551,-14.829349,-2.9164722,-4.7953944,-5.9097023,-4.5985956,0.82751036,0.59263146,0.4559199,0.37387758,0.34784958,0.38666797,0.4374347,0.40188715,0.3611972,0.48727137,0.55666655,0.6500268,10.033691361962386,10.462151232314659,12.673139504553756,13.41641379895692,17.811185458621363,16.930268609253247,21.61217737236358,0.04625268075980392,2138.453553464522,dog_bark
-465.1413,160.56306,-8.501928,13.701684,3.3914406,16.216301,-2.6678817,15.447707,0.7025041,-0.86754006,16.043524,3.3736603,-2.762086,0.53559047,0.4232023,0.3710639,0.3075418,0.31455213,0.31479785,0.3057523,0.35066462,0.43544182,0.42967454,0.42859447,0.5578335,11.160702251323865,8.786727461339337,13.258918846884752,18.364405449140115,20.668024895928223,19.946410529811253,22.082282360159475,0.0415916553442029,1852.2288769246913,children_playing
-418.72018,159.19418,-26.515705,16.909939,3.8607018,11.171339,5.079063,12.552805,7.346387,1.5403278,8.242035,-0.94231224,2.737943,0.46602216,0.58422446,0.63926345,0.46238828,0.34303364,0.36589867,0.38143957,0.38766962,0.4414968,0.39243495,0.43758756,0.4501309,12.281964193128363,10.324461571397302,12.910548106613282,17.393514439670575,18.825201205480646,19.17149781293933,22.452116766888643,0.03861243206521739,1944.438819467711,children_playing
